item,itemLabel,count
http://www.wikidata.org/entity/Q1688694,Евгений Гришковец,3
http://www.wikidata.org/entity/Q1965178,"Портников, Виталий Эдуардович",3
http://www.wikidata.org/entity/Q16665377,Виктор Гаврилович Кротов,3
http://www.wikidata.org/entity/Q18066,Эдуард Успенский,3
http://www.wikidata.org/entity/Q48067,Дмитрий Фёдорович Устинов,3
http://www.wikidata.org/entity/Q55198,"Довженко, Александр Петрович",3
http://www.wikidata.org/entity/Q171242,Глеб Иванович Успенский,2
http://www.wikidata.org/entity/Q71998,Михаил Павлович Шишкин,2
http://www.wikidata.org/entity/Q254524,Юзеф Игнацы Крашевский,2
http://www.wikidata.org/entity/Q254998,Силуан Афонский,2
http://www.wikidata.org/entity/Q255253,Мария Константиновна Башкирцева,2
http://www.wikidata.org/entity/Q87015,Александр Вальтерович Литвиненко,2
http://www.wikidata.org/entity/Q91137,"Степун, Фёдор Августович",2
http://www.wikidata.org/entity/Q315185,Василий Павлович Аксёнов,2
http://www.wikidata.org/entity/Q315188,Сергей Тимофеевич Аксаков,2
http://www.wikidata.org/entity/Q363371,Егор Летов,2
http://www.wikidata.org/entity/Q260537,Лиля Юрьевна Брик,2
http://www.wikidata.org/entity/Q319861,Александр Николаевич Бенуа,2
http://www.wikidata.org/entity/Q271493,Елена Ивановна Рерих,2
http://www.wikidata.org/entity/Q187907,Томас Венцлова,2
http://www.wikidata.org/entity/Q361318,Вячеслав Иванович Иванов,2
http://www.wikidata.org/entity/Q267137,"Кобылянская, Ольга Юлиановна",2
http://www.wikidata.org/entity/Q268111,Евгений Львович Шварц,2
http://www.wikidata.org/entity/Q274302,"Костенко, Лина Васильевна",2
http://www.wikidata.org/entity/Q327015,Антон Антонович Дельвиг,2
http://www.wikidata.org/entity/Q320935,Нестор Летописец,2
http://www.wikidata.org/entity/Q362138,"Яннсен, Йохан Вольдемар",2
http://www.wikidata.org/entity/Q367109,Ян Потоцкий,2
http://www.wikidata.org/entity/Q256354,"Инбер, Вера Михайловна",2
http://www.wikidata.org/entity/Q270336,Надежда Андреевна Дурова,2
http://www.wikidata.org/entity/Q271903,"Эберхард, Изабель",2
http://www.wikidata.org/entity/Q271934,Софья Андреевна Толстая,2
http://www.wikidata.org/entity/Q108314,Антон Иванович Деникин,2
http://www.wikidata.org/entity/Q116309,Николай Яковлевич Марр,2
http://www.wikidata.org/entity/Q106374,Александр Халифман,2
http://www.wikidata.org/entity/Q120664,Николай Яковлевич Данилевский,2
http://www.wikidata.org/entity/Q379612,Акакий Ростомович Церетели,2
http://www.wikidata.org/entity/Q335006,Сергей Иванович Танеев,2
http://www.wikidata.org/entity/Q335142,Александр Александрович Богданов,2
http://www.wikidata.org/entity/Q370069,Юзеф Выбицкий,2
http://www.wikidata.org/entity/Q287099,Ксения Анатольевна Собчак,2
http://www.wikidata.org/entity/Q290902,Войцех Богуславский,2
http://www.wikidata.org/entity/Q339581,Алексей Владимирович Баталов,2
http://www.wikidata.org/entity/Q296950,Антанас Сметона,2
http://www.wikidata.org/entity/Q278625,Владимир Рудольфович Соловьёв,2
http://www.wikidata.org/entity/Q333222,Всеволод Михайлович Гаршин,2
http://www.wikidata.org/entity/Q371322,Михаил Сергеевич Грушевский,2
http://www.wikidata.org/entity/Q196159,Дарья Донцова,2
http://www.wikidata.org/entity/Q204338,Родион Яковлевич Малиновский,2
http://www.wikidata.org/entity/Q208116,Сергей Владимирович Михалков,2
http://www.wikidata.org/entity/Q405863,Айн Каалеп,2
http://www.wikidata.org/entity/Q209004,Николай Семёнович Лесков,2
http://www.wikidata.org/entity/Q348690,Адам Аснык,2
http://www.wikidata.org/entity/Q153149,Леннарт Мери,2
http://www.wikidata.org/entity/Q217470,Александр Николаевич Радищев,2
http://www.wikidata.org/entity/Q342889,Адам Ежи Чарторыйский,2
http://www.wikidata.org/entity/Q344854,Тимур Бекмамбетов,2
http://www.wikidata.org/entity/Q211551,Николай Александрович Морозов,2
http://www.wikidata.org/entity/Q312627,Станислав Выспяньский,2
http://www.wikidata.org/entity/Q429915,Александр Петрович Сумароков,2
http://www.wikidata.org/entity/Q430883,Сергей Геннадиевич Нечаев,2
http://www.wikidata.org/entity/Q359568,Владимир Афанасьевич Обручев,2
http://www.wikidata.org/entity/Q359694,"Мойхер-Сфорим, Менделе",2
http://www.wikidata.org/entity/Q358497,Алексей Степанович Хомяков,2
http://www.wikidata.org/entity/Q434926,Анатолий Наумович Рыбаков,2
http://www.wikidata.org/entity/Q237056,"Койдула, Лидия",2
http://www.wikidata.org/entity/Q448143,Михаил Петрович Арцыбашев,2
http://www.wikidata.org/entity/Q1978163,Николай Иванович Носков,2
http://www.wikidata.org/entity/Q2027832,Панас Мирный,2
http://www.wikidata.org/entity/Q2028631,Юрий Павлович Винничук,2
http://www.wikidata.org/entity/Q1968358,Децл,2
http://www.wikidata.org/entity/Q349749,Иммануил Великовский,2
http://www.wikidata.org/entity/Q433942,Лидия Корнеевна Чуковская,2
http://www.wikidata.org/entity/Q439566,Демьян Бедный,2
http://www.wikidata.org/entity/Q451825,"Померанцев, Игорь Яковлевич",2
http://www.wikidata.org/entity/Q161092,Владимир Крамник,2
http://www.wikidata.org/entity/Q455246,Иван Петрович Котляревский,2
http://www.wikidata.org/entity/Q458209,"Жадан, Сергей Викторович",2
http://www.wikidata.org/entity/Q460329,Николай Асеев,2
http://www.wikidata.org/entity/Q460352,Михаил Алексеевич Кузмин,2
http://www.wikidata.org/entity/Q1979936,Дживани,2
http://www.wikidata.org/entity/Q1988375,Олег Скрипка,2
http://www.wikidata.org/entity/Q237518,Ольга Фёдоровна Берггольц,2
http://www.wikidata.org/entity/Q242454,Земфира,2
http://www.wikidata.org/entity/Q242474,Семён Михайлович Будённый,2
http://www.wikidata.org/entity/Q2074353,Нар-Дос,2
http://www.wikidata.org/entity/Q461932,"Шварц, Елена Андреевна",2
http://www.wikidata.org/entity/Q2066821,Алексей Сергеевич Суворин,2
http://www.wikidata.org/entity/Q446808,Елена Георгиевна Боннэр,2
http://www.wikidata.org/entity/Q467482,"Каплинский, Яан",2
http://www.wikidata.org/entity/Q468267,Андрей Донатович Синявский,2
http://www.wikidata.org/entity/Q161842,Яан Кросс,2
http://www.wikidata.org/entity/Q2157667,Андрей Вячеславович Кураев,2
http://www.wikidata.org/entity/Q2027528,"Иванычук, Роман Иванович",2
http://www.wikidata.org/entity/Q4133166,Матвей Юрьевич Ганапольский,2
http://www.wikidata.org/entity/Q165854,Лев Борисович Каменев,2
http://www.wikidata.org/entity/Q1990033,Ник Перумов,2
http://www.wikidata.org/entity/Q1990440,Ваан Тотовенц,2
http://www.wikidata.org/entity/Q4057479,"Адельгейм, Павел Анатольевич",2
http://www.wikidata.org/entity/Q471718,Константин Николаевич Батюшков,2
http://www.wikidata.org/entity/Q472576,Владислав Сырокомля,2
http://www.wikidata.org/entity/Q168441,Ирина Львовна Немировская,2
http://www.wikidata.org/entity/Q2227698,Андрей Вадимович Макаревич,2
http://www.wikidata.org/entity/Q4140213,"Глузман, Семён Фишелевич",2
http://www.wikidata.org/entity/Q4212888,"Капиев, Эффенди Мансурович",2
http://www.wikidata.org/entity/Q4063620,Семён Теодорович Альтов,2
http://www.wikidata.org/entity/Q473580,Сергей Безруков,2
http://www.wikidata.org/entity/Q4134864,Николай Эдуардович Гейнце,2
http://www.wikidata.org/entity/Q4136088,"Герасимюк, Василий Дмитриевич",2
http://www.wikidata.org/entity/Q497925,Александр Романович Беляев,2
http://www.wikidata.org/entity/Q502041,Андрей Георгиевич Битов,2
http://www.wikidata.org/entity/Q2375655,Леонид Николаевич Мартынов,2
http://www.wikidata.org/entity/Q515872,Николай Алексеевич Заболоцкий,2
http://www.wikidata.org/entity/Q4065415,Алексей Андреев,2
http://www.wikidata.org/entity/Q487760,Анатолий Исаевич Кудрявицкий,2
http://www.wikidata.org/entity/Q526060,Вилис Тенисович Лацис,2
http://www.wikidata.org/entity/Q2443754,"Керсновская, Евфросиния Антоновна",2
http://www.wikidata.org/entity/Q507381,Дмитрий Андреевич Фурманов,2
http://www.wikidata.org/entity/Q4146025,Михаил Горшенёв,2
http://www.wikidata.org/entity/Q2364987,"Губерман, Игорь Миронович",2
http://www.wikidata.org/entity/Q2365511,Александр Кабаков,2
http://www.wikidata.org/entity/Q2388302,Олесь Гончар,2
http://www.wikidata.org/entity/Q519878,Даниил Александрович Гранин,2
http://www.wikidata.org/entity/Q520303,"Емец, Дмитрий Александрович",2
http://www.wikidata.org/entity/Q488099,"Софронов, Анатолий Владимирович",2
http://www.wikidata.org/entity/Q529309,Валентин Григорьевич Распутин,2
http://www.wikidata.org/entity/Q4141671,"Голобородько, Василий Иванович",2
http://www.wikidata.org/entity/Q541785,Юрий Валентинович Трифонов,2
http://www.wikidata.org/entity/Q543845,"Эхин, Кристина",2
http://www.wikidata.org/entity/Q2494143,Владимир Кириллович Винниченко,2
http://www.wikidata.org/entity/Q536372,"Пильняк, Борис Андреевич",2
http://www.wikidata.org/entity/Q2627391,Юлия Леонидовна Латынина,2
http://www.wikidata.org/entity/Q2628409,Олжас Омарович Сулейменов,2
http://www.wikidata.org/entity/Q4157304,Дельфин,2
http://www.wikidata.org/entity/Q2610362,Раффи,2
http://www.wikidata.org/entity/Q4161652,"Димаров, Анатолий Андреевич",2
http://www.wikidata.org/entity/Q553307,"Петерсон, Кристьян Яак",2
http://www.wikidata.org/entity/Q561659,Иоанн Кронштадтский,2
http://www.wikidata.org/entity/Q2638198,Максим Фаддеевич Рыльский,2
http://www.wikidata.org/entity/Q650272,Лев Владимирович Щерба,2
http://www.wikidata.org/entity/Q4234074,"Коротич, Виталий Алексеевич",2
http://www.wikidata.org/entity/Q2623476,"Чечот, Ян",2
http://www.wikidata.org/entity/Q2618170,Алексей Николаевич Апухтин,2
